Race,Season,Driver,Team,LapNumber,LapTime_s,Sector1_s,Sector2_s,Sector3_s,Compound,TyreLife,Stint,PitInTime_s,PitOutTime_s,Position,TrackStatus,IsAccurate,FreshTyre,FuelLoad_kg,FuelCorrection_s,SpeedI1,SpeedI2,SpeedFL,SpeedST
Singapore,2023,PER,Red Bull Racing,11.0,100.693,29.483,42.779,28.431,HARD,11.0,1.0,,,13.0,1,True,True,92.4,2.772,291.0,260.0,240.0,281.0
Singapore,2023,PER,Red Bull Racing,12.0,100.715,29.118,43.179,28.418,HARD,12.0,1.0,,,13.0,1,True,True,90.8,2.724,305.0,259.0,237.0,294.0
Singapore,2023,PER,Red Bull Racing,13.0,100.843,29.487,43.075,28.281,HARD,13.0,1.0,,,13.0,1,True,True,89.2,2.676,292.0,262.0,241.0,284.0
Singapore,2023,PER,Red Bull Racing,14.0,100.314,29.313,42.716,28.285,HARD,14.0,1.0,,,13.0,1,True,True,87.6,2.628,289.0,260.0,243.0,285.0
Singapore,2023,PER,Red Bull Racing,15.0,100.538,29.373,42.986,28.179,HARD,15.0,1.0,,,13.0,1,True,True,86.0,2.58,293.0,263.0,243.0,285.0
Singapore,2023,PER,Red Bull Racing,16.0,100.688,29.052,43.154,28.482,HARD,16.0,1.0,,,13.0,1,True,True,84.4,2.532,304.0,271.0,242.0,297.0
Singapore,2023,PER,Red Bull Racing,17.0,100.987,29.279,43.199,28.509,HARD,17.0,1.0,,,13.0,1,True,True,82.8,2.484,304.0,269.0,244.0,296.0
Singapore,2023,PER,Red Bull Racing,18.0,101.077,29.25,43.217,28.61,HARD,18.0,1.0,,,13.0,1,True,True,81.2,2.436,309.0,267.0,245.0,296.0
Singapore,2023,PER,Red Bull Racing,19.0,101.404,29.326,43.54,28.538,HARD,19.0,1.0,,,13.0,12,True,True,79.6,2.388,310.0,269.0,242.0,297.0
Singapore,2023,PER,Red Bull Racing,20.0,121.114,29.307,54.333,37.474,HARD,20.0,1.0,,,9.0,14,False,True,78.0,2.34,306.0,191.0,217.0,297.0
Singapore,2023,PER,Red Bull Racing,21.0,,47.592,69.426,45.623,HARD,21.0,1.0,,,4.0,4,False,True,76.4,2.292,96.0,125.0,110.0,207.0
Singapore,2023,PER,Red Bull Racing,22.0,148.562,44.208,59.787,44.567,HARD,22.0,1.0,,,4.0,41,False,True,74.8,2.244,207.0,106.0,243.0,202.0
Singapore,2023,PER,Red Bull Racing,23.0,104.195,29.677,44.387,30.131,HARD,23.0,1.0,,,5.0,1,True,True,73.2,2.196,292.0,265.0,241.0,286.0
Singapore,2023,PER,Red Bull Racing,24.0,102.735,29.895,44.454,28.386,HARD,24.0,1.0,,,6.0,1,True,True,71.6,2.148,287.0,261.0,243.0,282.0
Singapore,2023,PER,Red Bull Racing,25.0,101.532,29.429,43.76,28.343,HARD,25.0,1.0,,,7.0,1,True,True,70.0,2.1,293.0,261.0,243.0,285.0
